icFbackMarker,blineStop,circleMarker,cRespMarker,cResponse,cFback,trigStimulator,preCueStop,portStop,preCueStart,cue,cType,cueMarker,icFback,prepRespStop,icRespMarker,cFbackMarker,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,buttonBox_Response.keys,buttonBox_Response.corr,buttonBox_Response.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,2017_Apr_04_1341,60.0042382782,cfc_SPP1665_Learning,2,21,
12,1,5,6,3,stim_v01/WinPos.png,96,2.1,10,8,stim_v02/4.png,GoWin,1,stim_v01/WinNeu.png,1,9,10,0,0,0,9,3,1,0.533317637115,2017_Apr_04_1341,60.0042382782,cfc_SPP1665_Learning,2,21,
16,0.5,5,8,None,stim_v01/AvoNeu.png,160,1.1,11,10,stim_v02/2.png,NoGoAvo,4,stim_v01/AvoNeg.png,1,7,14,0,1,1,69,3,0,0.299966494611,2017_Apr_04_1341,60.0042382782,cfc_SPP1665_Learning,2,21,
12,1,5,6,3,stim_v01/AvoNeu.png,160,2.1,11,9,stim_v02/1.png,GoAvo,2,stim_v01/AvoNeg.png,1,9,10,0,2,2,31,3,1,0.266587280028,2017_Apr_04_1341,60.0042382782,cfc_SPP1665_Learning,2,21,
12,1,5,6,3,stim_v01/WinPos.png,160,2.1,11,9,stim_v02/4.png,GoWin,1,stim_v01/WinNeu.png,1,9,10,0,3,3,12,3,1,0.266605994748,2017_Apr_04_1341,60.0042382782,cfc_SPP1665_Learning,2,21,
12,1,5,6,3,stim_v01/WinPos.png,160,1.1,11,10,stim_v02/4.png,GoWin,1,stim_v01/WinNeu.png,1,9,10,0,4,4,8,3,1,0.283332729632,2017_Apr_04_1341,60.0042382782,cfc_SPP1665_Learning,2,21,
13,1,5,6,3,stim_v01/WinNeu.png,160,2.1,11,9,stim_v02/4.png,GoWin,1,stim_v01/WinPos.png,2,9,11,0,5,5,16,3,1,0.26659965589,2017_Apr_04_1341,60.0042382782,cfc_SPP1665_Learning,2,21,
17,0.5,5,8,None,stim_v01/WinNeu.png,160,2.1,11,9,stim_v02/3.png,NoGoWin,3,stim_v01/WinPos.png,1,7,15,0,6,6,58,None,1,,2017_Apr_04_1341,60.0042382782,cfc_SPP1665_Learning,2,21,
12,1,5,6,3,stim_v01/AvoNeu.png,96,2.1,10,8,stim_v02/1.png,GoAvo,2,stim_v01/AvoNeg.png,2,9,10,0,7,7,29,3,1,0.266593317032,2017_Apr_04_1341,60.0042382782,cfc_SPP1665_Learning,2,21,
17,1,5,8,None,stim_v01/AvoNeg.png,160,1.1,11,10,stim_v02/2.png,NoGoAvo,4,stim_v01/AvoNeu.png,1,7,15,0,8,8,75,None,1,,2017_Apr_04_1341,60.0042382782,cfc_SPP1665_Learning,2,21,
